8183000 "gravity"
327610"air resistance"

8183000 "gravity"
670810"air resistance"

8183000 "gravity"
234090"air resistance"

8183000 "gravity"
524410"air resistance"

8183000 "gravity"
156250"air resistance"

8183000 "gravity"
400000"air resistance"

8183000 "gravity"
94090"air resistance"

8183000 "gravity"
299290"air resistance"

8183000 "gravity"
47610"air resistance"

8183000 "gravity"
210250"air resistance"

8183000 "gravity"
18490"air resistance"

8183000 "gravity"
136890"air resistance"

8183000 "gravity"
2560"air resistance"

8183000 "gravity"
79210"air resistance"

8183000 "gravity"
-1210"air resistance"

8183000 "gravity"
37210"air resistance"

8183000 "gravity"
-14440"air resistance"

8183000 "gravity"
11560"air resistance"

8183000 "gravity"
-42250"air resistance"

8183000 "gravity"
490"air resistance"

8183000 "gravity"
-84640"air resistance"

8183000 "gravity"
-4000"air resistance"

8183000 "gravity"
-141610"air resistance"

8183000 "gravity"
-22090"air resistance"

8183000 "gravity"
-213160"air resistance"

8183000 "gravity"
-54760"air resistance"

8183000 "gravity"
-299290"air resistance"

8183000 "gravity"
-102010"air resistance"

8183000 "gravity"
-396010"air resistance"

8183000 "gravity"
-158760"air resistance"

8183000 "gravity"
-497290"air resistance"

8183000 "gravity"
-234090"air resistance"

