8183000 "gravity"
-620010"air resistance"

8183000 "gravity"
-316840"air resistance"

8183000 "gravity"
-745290"air resistance"

8183000 "gravity"
-412090"air resistance"

8183000 "gravity"
-876160"air resistance"

8183000 "gravity"
-529000"air resistance"

8183000 "gravity"
-1036840"air resistance"

8183000 "gravity"
-655360"air resistance"

8183000 "gravity"
-1197160"air resistance"

8183000 "gravity"
-789610"air resistance"

8183000 "gravity"
1361610"air resistance"

8183000 "gravity"
-936360"air resistance"

8183000 "gravity"
1135690"air resistance"

8183000 "gravity"
-1089000"air resistance"

8183000 "gravity"
936360"air resistance"

8183000 "gravity"
-1253160"air resistance"

8183000 "gravity"
761760"air resistance"

8183000 "gravity"
1421290"air resistance"

8183000 "gravity"
605160"air resistance"

8183000 "gravity"
1190250"air resistance"

8183000 "gravity"
470890"air resistance"

8183000 "gravity"
985960"air resistance"

8183000 "gravity"
353440"air resistance"

8183000 "gravity"
800890"air resistance"

8183000 "gravity"
252810"air resistance"

8183000 "gravity"
640090"air resistance"

8183000 "gravity"
171610"air resistance"

8183000 "gravity"
501760"air resistance"

8183000 "gravity"
106090"air resistance"

8183000 "gravity"
380250"air resistance"

8183000 "gravity"
56250"air resistance"

8183000 "gravity"
275560"air resistance"

8183000 "gravity"
23040"air resistance"

8183000 "gravity"
190440"air resistance"

8183000 "gravity"
4410"air resistance"

8183000 "gravity"
121000"air resistance"

8183000 "gravity"
-360"air resistance"

8183000 "gravity"
67240"air resistance"

8183000 "gravity"
-12250"air resistance"

8183000 "gravity"
29160"air resistance"

8183000 "gravity"
-38440"air resistance"

8183000 "gravity"
6250"air resistance"

8183000 "gravity"
-79210"air resistance"

8183000 "gravity"
-40"air resistance"

8183000 "gravity"
-134560"air resistance"

8183000 "gravity"
-8410"air resistance"

8183000 "gravity"
-204490"air resistance"

8183000 "gravity"
-31360"air resistance"

8183000 "gravity"
-289000"air resistance"

8183000 "gravity"
-68890"air resistance"

8183000 "gravity"
-384160"air resistance"

8183000 "gravity"
-121000"air resistance"

8183000 "gravity"
-492840"air resistance"

8183000 "gravity"
-187690"air resistance"

8183000 "gravity"
-615040"air resistance"

8183000 "gravity"
-268960"air resistance"

8183000 "gravity"
-745290"air resistance"

8183000 "gravity"
-361000"air resistance"

8183000 "gravity"
-888040"air resistance"

8183000 "gravity"
-466560"air resistance"

8183000 "gravity"
-1036840"air resistance"

8183000 "gravity"
-585640"air resistance"

8183000 "gravity"
-1197160"air resistance"

8183000 "gravity"
-712890"air resistance"

8183000 "gravity"
1361610"air resistance"

8183000 "gravity"
-852640"air resistance"

8183000 "gravity"
1135690"air resistance"

8183000 "gravity"
-998560"air resistance"

8183000 "gravity"
936360"air resistance"

8183000 "gravity"
-1156000"air resistance"

8183000 "gravity"
761760"air resistance"

8183000 "gravity"
1317690"air resistance"

8183000 "gravity"
605160"air resistance"

8183000 "gravity"
1095610"air resistance"

8183000 "gravity"
470890"air resistance"

8183000 "gravity"
900000"air resistance"

8183000 "gravity"
345960"air resistance"

8183000 "gravity"
729000"air resistance"

8183000 "gravity"
252810"air resistance"

8183000 "gravity"
576000"air resistance"

8183000 "gravity"
166410"air resistance"

8183000 "gravity"
436810"air resistance"

8183000 "gravity"
102010"air resistance"

8183000 "gravity"
331240"air resistance"

8183000 "gravity"
53290"air resistance"

8183000 "gravity"
237160"air resistance"

8183000 "gravity"
21160"air resistance"

8183000 "gravity"
153760"air resistance"

8183000 "gravity"
3610"air resistance"

8183000 "gravity"
92160"air resistance"

8183000 "gravity"
-640"air resistance"

8183000 "gravity"
46240"air resistance"

8183000 "gravity"
-12250"air resistance"

8183000 "gravity"
16810"air resistance"

8183000 "gravity"
-38440"air resistance"

8183000 "gravity"
1960"air resistance"

8183000 "gravity"
-79210"air resistance"

8183000 "gravity"
-1690"air resistance"

8183000 "gravity"
-134560"air resistance"

8183000 "gravity"
-16000"air resistance"

8183000 "gravity"
-207360"air resistance"

8183000 "gravity"
-44890"air resistance"

8183000 "gravity"
-292410"air resistance"

8183000 "gravity"
-88360"air resistance"

8183000 "gravity"
-388090"air resistance"

8183000 "gravity"
-151290"air resistance"

8183000 "gravity"
-497290"air resistance"

8183000 "gravity"
-225000"air resistance"

8183000 "gravity"
-620010"air resistance"

8183000 "gravity"
-313290"air resistance"

8183000 "gravity"
-750760"air resistance"

8183000 "gravity"
-412090"air resistance"

8183000 "gravity"
-894010"air resistance"

8183000 "gravity"
-524410"air resistance"

8183000 "gravity"
-1056250"air resistance"

8183000 "gravity"
-655360"air resistance"

8183000 "gravity"
-1218010"air resistance"

8183000 "gravity"
-789610"air resistance"

8183000 "gravity"
1383840"air resistance"

8183000 "gravity"
-924160"air resistance"

8183000 "gravity"
1169640"air resistance"

8183000 "gravity"
-1095610"air resistance"

8183000 "gravity"
942490"air resistance"

8183000 "gravity"
-1260250"air resistance"

8183000 "gravity"
761760"air resistance"

8183000 "gravity"
1428840"air resistance"

8183000 "gravity"
605160"air resistance"

8183000 "gravity"
1197160"air resistance"

8183000 "gravity"
470890"air resistance"

8183000 "gravity"
992250"air resistance"

8183000 "gravity"
353440"air resistance"

8183000 "gravity"
806560"air resistance"

8183000 "gravity"
252810"air resistance"

8183000 "gravity"
645160"air resistance"

8183000 "gravity"
171610"air resistance"

8183000 "gravity"
510760"air resistance"

8183000 "gravity"
106090"air resistance"

8183000 "gravity"
380250"air resistance"

8183000 "gravity"
56250"air resistance"

8183000 "gravity"
275560"air resistance"

8183000 "gravity"
23040"air resistance"

8183000 "gravity"
190440"air resistance"

8183000 "gravity"
4410"air resistance"

8183000 "gravity"
121000"air resistance"

8183000 "gravity"
-360"air resistance"

8183000 "gravity"
67240"air resistance"

8183000 "gravity"
-10890"air resistance"

8183000 "gravity"
29160"air resistance"

8183000 "gravity"
-36000"air resistance"

8183000 "gravity"
7290"air resistance"

8183000 "gravity"
-75690"air resistance"

